municipio,aproach,date,total_itens,tp_total,fn_total,fp_total,recall,precision,f1_score,median_duration_min,median_duration,max_duration,max_durationMin,median_num_access_node,mean_num_access_node,max_num_access_node,all_access_node,combination,tipo_exp
Santa Cecília,Dfs,2019-11-27T23:49:40Z,61,55,1,5,0.9821428571428571,0.9166666666666666,0.9482758620689654,14,863498,1214276,20,16,14.967213114754099,20,913,Publicsoft,all_itens
Santa Cecília,Dfs,2019-11-30T08:28:32Z,61,55,1,5,0.9821428571428571,0.9166666666666666,0.9482758620689654,28,1689565,2878088,48,16,14.967213114754099,20,913,Publicsoft,all_itens
Santa Cecília,Epsilon-greedy,2019-11-19T03:30:36Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,28,1657122,2667030,44,9,12.655737704918034,19,772,Publicsoft,all_itens
Santa Cecília,Epsilon-greedy,2019-11-29T05:47:32Z,61,54,5,2,0.9152542372881356,0.9642857142857143,0.9391304347826087,25,1514676,3077710,51,15,14.39344262295082,22,878,Publicsoft,all_itens
Santa Cecília,Epsilon-greedy,2019-12-01T21:23:59Z,61,55,1,5,0.9821428571428571,0.9166666666666666,0.9482758620689654,26,1560070,2318299,39,15,14.278688524590164,20,871,Publicsoft,all_itens
Santa Rita,Bfs,2019-11-02T19:43:00Z,61,45,13,3,0.7758620689655172,0.9375,0.8490566037735848,12,741358,2838517,47,12,16.524590163934427,40,1008,e-TICons / Info Public,all_itens
Santa Rita,Bfs,2019-11-06T02:44:39Z,61,45,13,3,0.7758620689655172,0.9375,0.8490566037735848,16,935202,3547470,59,12,19.40983606557377,48,1184,e-TICons / Info Public,all_itens
Santa Rita,Bfs,2019-11-09T00:10:30Z,61,46,12,3,0.7931034482758621,0.9387755102040817,0.8598130841121495,44,2661739,3626223,60,34,30.39344262295082,48,1854,e-TICons / Info Public,all_itens
Santa Rita,Bfs,2019-11-28T06:23:33Z,61,52,6,3,0.896551724137931,0.9454545454545454,0.920353982300885,6,372069,1399607,23,14,21.721311475409838,43,1325,e-TICons / Info Public,all_itens
Santa Rita,Dfs,2019-11-27T22:28:46Z,61,50,8,3,0.8620689655172413,0.9433962264150944,0.9009009009009009,9,512568,2604178,43,15,25.934426229508198,52,1582,e-TICons / Info Public,all_itens
Santa Rita,Dfs,2019-11-27T23:49:47Z,61,50,8,3,0.8620689655172413,0.9433962264150944,0.9009009009009009,7,423127,2369792,39,15,28.081967213114755,57,1713,e-TICons / Info Public,all_itens
Santa Rita,Dfs,2019-12-05T22:26:26Z,61,50,8,3,0.8620689655172413,0.9433962264150944,0.9009009009009009,12,722535,3480075,58,15,27.81967213114754,57,1697,e-TICons / Info Public,all_itens
Santa Rita,Epsilon-greedy,2019-11-01T23:50:05Z,61,45,13,3,0.7758620689655172,0.9375,0.8490566037735848,8,484535,2805075,47,8,16.295081967213115,40,994,e-TICons / Info Public,all_itens
Santa Rita,Epsilon-greedy,2019-11-11T06:10:47Z,61,46,12,3,0.7931034482758621,0.9387755102040817,0.8598130841121495,48,2851319,3674276,61,33,29.75409836065574,48,1815,e-TICons / Info Public,all_itens
Santa Rita,Epsilon-greedy,2019-11-19T04:42:33Z,61,44,14,3,0.7586206896551724,0.9361702127659575,0.8380952380952381,44,2653232,3946369,66,26,26.65573770491803,49,1626,e-TICons / Info Public,all_itens
Serra Grande,Bfs,2019-11-19T20:35:01Z,61,51,7,1,0.8793103448275862,0.9807692307692307,0.9272727272727272,25,1489993,2546901,42,14,15.426229508196721,22,941,EasyWeb / Publicsoft,all_itens
Serra Grande,Bfs,2019-11-28T05:06:42Z,61,53,5,1,0.9137931034482759,0.9814814814814815,0.9464285714285714,134,8032528,9044218,151,14,18.34426229508197,30,1119,EasyWeb / Publicsoft,all_itens
Serra Grande,Bfs,2019-12-06T22:59:41Z,61,45,15,1,0.75,0.9782608695652174,0.849056603773585,86,5145884,10405958,173,12,15.639344262295081,30,954,EasyWeb / Publicsoft,all_itens
Serra Grande,Dfs,2019-11-26T21:32:14Z,61,54,4,1,0.9310344827586207,0.9818181818181818,0.9557522123893805,12,712407,1239023,21,10,11.557377049180328,16,705,EasyWeb / Publicsoft,all_itens
Serra Grande,Dfs,2019-12-05T21:29:47Z,61,47,13,0,0.7833333333333333,1,0.8785046728971964,61,3650701,18971278,316,17,20.19672131147541,38,1232,EasyWeb / Publicsoft,all_itens
Serra Grande,Dfs,2019-12-05T23:31:57Z,61,55,3,1,0.9482758620689655,0.9821428571428571,0.9649122807017544,67,4023146,19397623,323,19,25.81967213114754,38,1575,EasyWeb / Publicsoft,all_itens
Serra Grande,Dfs,2019-12-11T02:53:50Z,61,55,3,1,0.9482758620689655,0.9821428571428571,0.9649122807017544,66,3969937,19171967,320,19,25.81967213114754,38,1575,EasyWeb / Publicsoft,all_itens
Serra Grande,Epsilon-greedy,2019-11-27T22:42:19Z,61,53,5,1,0.9137931034482759,0.9814814814814815,0.9464285714285714,121,7276370,9421518,157,17,21.39344262295082,35,1305,EasyWeb / Publicsoft,all_itens
Serra Grande,Epsilon-greedy,2019-11-29T06:09:16Z,61,56,3,1,0.9491525423728814,0.9824561403508771,0.9655172413793103,100,6029172,8303760,138,15,18.950819672131146,31,1156,EasyWeb / Publicsoft,all_itens
Serra Grande,Epsilon-greedy,2019-12-04T18:56:05Z,61,55,3,1,0.9482758620689655,0.9821428571428571,0.9649122807017544,87,5206419,11056566,184,19,22.295081967213115,32,1360,EasyWeb / Publicsoft,all_itens
Serraria,Bfs,2019-11-19T00:15:21Z,61,46,15,0,0.7540983606557377,1,0.8598130841121495,26,1573747,3602198,60,15,17.81967213114754,35,1087,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,Bfs,2019-12-06T19:29:45Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,25,1513920,19903484,332,35,39.80327868852459,67,2428,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,Bfs,2019-12-06T22:58:10Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,25,1502445,19927837,332,35,39.80327868852459,67,2428,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,Bfs,2019-12-06T23:58:05Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,24,1462626,19837476,331,35,39.80327868852459,67,2428,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,Dfs,2019-11-27T02:33:02Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,58,3475975,22815924,380,41,53.24590163934426,87,3248,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,Dfs,2019-12-03T00:30:13Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,43,2606701,22298381,372,41,52.85245901639344,86,3224,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,Dfs,2019-12-05T06:53:14Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,42,2531081,22230343,371,41,52.85245901639344,86,3224,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,Epsilon-greedy,2019-11-19T05:50:33Z,61,46,15,0,0.7540983606557377,1,0.8598130841121495,27,1646891,8994695,150,15,20.049180327868854,39,1223,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,Epsilon-greedy,2019-11-27T17:24:15Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,35,2091423,4871464,81,29,26.049180327868854,37,1589,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,Epsilon-greedy,2019-12-04T06:27:44Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,24,1451136,18180311,303,35,43.98360655737705,74,2683,Alfa Consultoria / Elmar Tecnologia,all_itens
Umbuzeiro,Bfs,2019-11-09T23:01:07Z,61,45,6,5,0.8823529411764706,0.9,0.8910891089108911,8,465094,1788976,30,11,14.180327868852459,27,865,Info Public,all_itens
Umbuzeiro,Bfs,2019-11-28T06:53:49Z,61,43,6,7,0.8775510204081632,0.86,0.8686868686868686,3,154709,610347,10,12,13.426229508196721,24,819,Info Public,all_itens
Umbuzeiro,Bfs,2019-12-06T22:58:44Z,61,43,6,7,0.8775510204081632,0.86,0.8686868686868686,3,191205,690453,12,12,13.426229508196721,24,819,Info Public,all_itens
Umbuzeiro,Dfs,2019-11-13T03:48:34Z,61,45,6,5,0.8823529411764706,0.9,0.8910891089108911,8,499245,1788284,30,11,15.327868852459016,27,935,Info Public,all_itens
Umbuzeiro,Dfs,2019-12-03T01:30:56Z,61,41,8,7,0.8367346938775511,0.8541666666666666,0.845360824742268,3,168721,867650,14,12,15.114754098360656,25,922,Info Public,all_itens
Umbuzeiro,Dfs,2019-12-05T18:26:14Z,61,41,8,7,0.8367346938775511,0.8541666666666666,0.845360824742268,3,188840,923065,15,12,15.163934426229508,25,925,Info Public,all_itens
Umbuzeiro,Dfs,2019-12-11T08:13:24Z,61,41,8,7,0.8367346938775511,0.8541666666666666,0.845360824742268,3,173577,891183,15,12,15.163934426229508,25,925,Info Public,all_itens
Umbuzeiro,Epsilon-greedy,2019-11-11T14:33:51Z,61,45,6,5,0.8823529411764706,0.9,0.8910891089108911,8,495489,1781300,30,11,14.475409836065573,27,883,Info Public,all_itens
Umbuzeiro,Epsilon-greedy,2019-11-19T05:50:01Z,61,45,6,5,0.8823529411764706,0.9,0.8910891089108911,8,459599,1784066,30,11,14.688524590163935,27,896,Info Public,all_itens
Umbuzeiro,Epsilon-greedy,2019-12-04T06:16:48Z,61,41,8,7,0.8367346938775511,0.8541666666666666,0.845360824742268,3,185036,654108,11,12,14.032786885245901,24,856,Info Public,all_itens
